package_name,repo_url,changelog_file,migration_file,readme_breaking_file,breaking_change_in_releases,other_files,event_exist,reason,external,ext
pako,https://github.com/nodeca/pako,CHANGELOG.md,,,FALSE,,,,,http://nodeca.github.io/pako/
@ckeditor/ckeditor5-table,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
eslint-config-egg,https://github.com/eggjs/eslint-config-egg,CHANGELOG.md,,,TRUE,,TRUE,,,http://eggjs.org
grunt-contrib-cssmin,https://github.com/gruntjs/grunt-contrib-cssmin,"CHANGELOG
",,README.md,FALSE,,,,,http://gruntjs.com/
elliptic,https://github.com/indutny/elliptic,,,,FALSE,,,no,,
global,https://github.com/Raynos/global,,,,FALSE,,,,,
prettier-plugin-solidity,https://github.com/prettier-solidity/prettier-plugin-solidity,,,,TRUE,,TRUE,,,https://t.me/+kgTgkFgIwJkwMjcx
react-native-svg,https://github.com/react-native-community/react-native-svg,,,,TRUE,,,,,
wrappy,https://github.com/npm/wrappy,,,,FALSE,,TRUE, no,,
nunjucks,https://github.com/mozilla/nunjucks,CHANGELOG.md,,,TRUE,,,no,,https://mozilla.github.io/nunjucks/
yorkie,https://github.com/yyx990803/yorkie,CHANGELOG.md,,,FALSE,,,only one,,
@ckeditor/ckeditor5-autoformat,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
depd,https://github.com/dougwilson/nodejs-depd,,,,FALSE,History.md,,,,
bip39,https://github.com/bitcoinjs/bip39,CHANGELOG.md,,,FALSE,,TRUE,,,
uppercamelcase,https://github.com/samverschueren/uppercamelcase,,,,FALSE,,,no,,
color-name,https://github.com/colorjs/color-name,,,,TRUE,,,,,
@ckeditor/ckeditor5-editor-classic,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
command-line-args,https://github.com/75lb/command-line-args,,,,TRUE,,,,,
grunt-eslint,https://github.com/sindresorhus/grunt-eslint,,,,TRUE,,,,,
anymatch,https://github.com/micromatch/anymatch,,,README.md,TRUE,,,,,
qrcode,https://github.com/soldair/node-qrcode,CHANGELOG.md,,,FALSE,,,,,
ansi-escapes,https://github.com/sindresorhus/ansi-escapes,,,,TRUE,,,,,
rollup-plugin-cleanup,https://github.com/aMarCruz/rollup-plugin-cleanup,CHANGELOG.md,,README.md,TRUE,,,,,
fs.realpath,https://github.com/isaacs/fs.realpath,,,,FALSE,,,only one,,
prettier-eslint-cli,https://github.com/prettier/prettier-eslint-cli,CHANGELOG.md,,,TRUE,,TRUE,,,https://npm.im/prettier-eslint-cli
svg-sprite-loader,https://github.com/JetBrains/svg-sprite-loader,CHANGELOG.md,,README.md,TRUE,2.0.md,TRUE,,,
toformat,https://github.com/MikeMcl/toFormat,,,,FALSE,,,no,,
string_decoder,https://github.com/nodejs/string_decoder,,,,FALSE,,,no,,
warning,https://github.com/BerkeleyTrue/warning,CHANGELOG.md,,,TRUE,,,,,
eslint-plugin-ember,https://github.com/ember-cli/eslint-plugin-ember,CHANGELOG.md,,,TRUE,,TRUE,,,
bun-types,https://github.com/oven-sh/bun,,,,TRUE,,TRUE,,,https://bun.sh
gulp-filter,https://github.com/sindresorhus/gulp-filter,,,,TRUE,,,,,
mz,https://github.com/normalize/mz,,,,FALSE,HISTORY.md,,,,
fast-xml-parser,https://github.com/NaturalIntelligence/fast-xml-parser,CHANGELOG.md,,,TRUE,,,,,https://naturalintelligence.github.io/fast-xml-parser/
decimal.js,https://github.com/MikeMcl/decimal.js,CHANGELOG.md,,,FALSE,,,,,http://mikemcl.github.io/decimal.js
@sveltejs/vite-plugin-svelte,https://github.com/sveltejs/vite-plugin-svelte,packages/vite-plugin-svelte/CHANGELOG.md,,,TRUE,,TRUE,,,
fast-json-stable-stringify,https://github.com/epoberezkin/fast-json-stable-stringify,,,,TRUE,,,,,
pretty-bytes,https://github.com/sindresorhus/pretty-bytes,,,,TRUE,,,,,
html-minifier,https://github.com/kangax/html-minifier,,,,TRUE,,,,,http://kangax.github.io/html-minifier/
tinycolor2,https://github.com/bgrins/TinyColor,,,,FALSE,,,no,,https://bgrins.github.io/TinyColor/
rollup-plugin-css-only,https://github.com/thgh/rollup-plugin-css-only,CHANGELOG.md,,,TRUE,,,,,
leaflet,https://github.com/Leaflet/Leaflet,CHANGELOG.md,,,TRUE,,TRUE,,,https://leafletjs.com
chai-spies,https://github.com/chaijs/chai-spies,,,,TRUE,History.md,,,,
readline,https://github.com/maleck13/readline,,,,FALSE,,,no,,
@ckeditor/ckeditor5-indent,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
ansi-colors,https://github.com/doowb/ansi-colors,,,,FALSE,,,no,,
numeral,https://github.com/adamwdraper/Numeral-js,,,README.md,FALSE,,,,,http://numeraljs.com
brfs,https://github.com/substack/brfs,,,,TRUE,,,,,
karma-ie-launcher,https://github.com/karma-runner/karma-ie-launcher,CHANGELOG.md,,,TRUE,,,,,
convert-source-map,https://github.com/thlorenz/convert-source-map,,,,FALSE,,,no,,
tweetnacl,https://github.com/dchest/tweetnacl-js,CHANGELOG.md,,,TRUE,,,,,https://tweetnacl.js.org
stylelint-config-recommended,https://github.com/stylelint/stylelint-config-recommended,CHANGELOG.md,,,TRUE,,,,,
fill-range,https://github.com/jonschlinkert/fill-range,,,,FALSE,,,,,
@ckeditor/ckeditor5-paste-from-office,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
recursive-readdir,https://github.com/jergason/recursive-readdir,,,,FALSE,,,,,
object.assign,https://github.com/ljharb/object.assign,CHANGELOG.md,,,FALSE,,,,,https://tc39.es/ecma262/#sec-object.assign
dompurify,https://github.com/cure53/DOMPurify,,,,TRUE,,,,,https://cure53.de/purify
statuses,https://github.com/jshttp/statuses,,,,FALSE,HISTORY.md,,,,
@ckeditor/ckeditor5-media-embed,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
jest-serializer-vue,https://github.com/eddyerburgh/jest-serializer-vue,CHANGELOG.md,,,FALSE,,,,,
serialize-javascript,https://github.com/yahoo/serialize-javascript,,,,TRUE,,,,,
bytes,https://github.com/visionmedia/bytes.js,,,,FALSE,History.md,,,,
filesize,https://github.com/avoidwork/filesize.js,CHANGELOG.md,,,FALSE,,,,,https://filesizejs.com
cli-color,https://github.com/medikoo/cli-color,CHANGELOG.md,,,TRUE,,,,,
esdoc,https://github.com/esdoc/esdoc,CHANGELOG.md,manual/migration.md,,FALSE,,,,,https://esdoc.org
to-regex-range,https://github.com/micromatch/to-regex-range,,,,FALSE,,,no,,https://github.com/jonschlinkert
app-root-path,https://github.com/inxilpro/node-app-root-path,,,README.md,TRUE,,,,,
figures,https://github.com/sindresorhus/figures,,,,TRUE,,,,,
delay,https://github.com/sindresorhus/delay,,,,TRUE,,,,,
localforage,https://github.com/localForage/localForage,CHANGELOG.md,,,TRUE,,,,,https://localforage.github.io/localForage
rollup-plugin-svelte,https://github.com/sveltejs/rollup-plugin-svelte,CHANGELOG.md,,,FALSE,,,,,
@eslint/eslintrc,https://github.com/eslint/eslintrc,CHANGELOG.md,,,TRUE,,TRUE,,,
unist-util-visit,https://github.com/syntax-tree/unist-util-visit,,,,TRUE,,TRUE,,,https://unifiedjs.com
axe-core,https://github.com/dequelabs/axe-core,CHANGELOG.md,,,TRUE,,TRUE,,,https://www.deque.com/axe/
requireindex,https://github.com/stephenhandley/requireindex,,,,FALSE,,,only one,,
node-forge,https://github.com/digitalbazaar/forge,CHANGELOG.md,,,FALSE,,,,,https://digitalbazaar.com/
locate-path,https://github.com/sindresorhus/locate-path,,,,TRUE,,,,,
gzip-size,https://github.com/sindresorhus/gzip-size,,,,TRUE,,,,,
selenium-server,https://github.com/eugeneware/selenium-server,,,,FALSE,,,only one,,
inject-loader,https://github.com/plasticine/inject-loader,CHANGELOG.md,,,FALSE,,,,,https://www.npmjs.com/package/inject-loader
jest-canvas-mock,https://github.com/hustcc/jest-canvas-mock,CHANGELOG.md,,,FALSE,,,,,https://github.com/hustcc/jest-canvas-mock
babel-plugin-react-transform,https://github.com/gaearon/babel-plugin-react-transform,,,,TRUE,,,,,
hammerjs,https://github.com/hammerjs/hammer.js,CHANGELOG.md,,,FALSE,,TRUE,,,http://hammerjs.github.io
gulp-tslint,https://github.com/panuhorsmalahti/gulp-tslint,CHANGELOG.md,,,FALSE,,,,,
vows,https://github.com/cloudhead/vows,CHANGELOG.md,,,FALSE,,,,,http://vowsjs.org
gatsby,https://github.com/gatsbyjs/gatsby,packages/gatsby/CHANGELOG.md,,,TRUE,docs/docs/reference/release-notes/*,TRUE,,,https://www.gatsbyjs.com
gulp-connect,https://github.com/avevlad/gulp-connect,,,,FALSE,,,no,,https://npmjs.org/package/gulp-connect
is-extglob,https://github.com/jonschlinkert/is-extglob,,,,FALSE,,,no,,https://github.com/jonschlinkert
p-locate,https://github.com/sindresorhus/p-locate,,,,TRUE,,,,,
mocha-junit-reporter,https://github.com/michaelleeallen/mocha-junit-reporter,,,,TRUE,,,,,
is-core-module,https://github.com/inspect-js/is-core-module,CHANGELOG.md,,,FALSE,,,,,
axios-mock-adapter,https://github.com/ctimmerm/axios-mock-adapter,,,README.md,TRUE,,TRUE,,,
isarray,https://github.com/juliangruber/isarray,,,,FALSE,,,no,,
babel-plugin-macros,https://github.com/kentcdodds/babel-plugin-macros,,,,TRUE,,,,,https://npm.im/babel-plugin-macros
hapi,https://github.com/hapijs/hapi,,,,FALSE,,TRUE,,,https://hapi.dev
tsc,https://github.com/basarat/tsc,,,,FALSE,,,only one,,https://www.npmjs.com/package/tsc
cli-progress,https://github.com/npkgz/cli-progress,CHANGES.md,,,FALSE,,,,,https://www.npmjs.com/package/cli-progress
grunt-shell,https://github.com/sindresorhus/grunt-shell,,,,TRUE,,,,,
acorn-jsx,https://github.com/acornjs/acorn-jsx,,,,FALSE,,,no,,
eslint-watch,https://github.com/rizowski/eslint-watch,,,,TRUE,,,,,https://www.npmjs.com/package/eslint-watch
configstore,https://github.com/yeoman/configstore,,,,TRUE,,,,,
react-modal,https://github.com/reactjs/react-modal,CHANGELOG.md,,,FALSE,,,,,http://reactcommunity.org/react-modal
selenium-webdriver,https://github.com/SeleniumHQ/selenium,CHANGES.md,,,TRUE,,TRUE,,,https://selenium.dev
gulp-imagemin,https://github.com/sindresorhus/gulp-imagemin,,,,TRUE,,,,,
exports-loader,https://github.com/webpack-contrib/exports-loader,CHANGELOG.md,,,TRUE,,TRUE,,,
espree,https://github.com/eslint/js,packages/espree/CHANGELOG.md,,,TRUE,,TRUE,,,
sw-precache-webpack-plugin,https://github.com/goldhand/sw-precache-webpack-plugin,CHANGELOG.md,,,FALSE,,,,,
callsites,https://github.com/sindresorhus/callsites,,,,TRUE,,,,,
jest-pnp-resolver,https://github.com/arcanis/jest-pnp-resolver,,,,FALSE,,,only one,,
swagger-ui-express,https://github.com/scottie1984/swagger-ui-express,,,,FALSE,,,no,,
prettier-plugin-java,https://github.com/jhipster/prettier-java,CHANGELOG.md,,,TRUE,,,,,http://www.jhipster.tech/prettier-java/
formidable,https://github.com/node-formidable/formidable,CHANGELOG.md,,,TRUE,VERSION_NOTES.md,,,,
json-stringify-safe,https://github.com/isaacs/json-stringify-safe,CHANGELOG.md,,,FALSE,,,no,,
flatted,https://github.com/WebReflection/flatted,,,,FALSE,,,no,,
uri-js,https://github.com/garycourt/uri-js,,,README.md,FALSE,,,,,
colorette,https://github.com/jorgebucaran/colorette,,,,TRUE,,,,,
ember-source-channel-url,https://github.com/rwjblue/ember-source-channel-url,CHANGELOG.md,,,TRUE,,TRUE,,,
long,https://github.com/dcodeIO/long.js,,,,TRUE,,,,,
react-syntax-highlighter,https://github.com/react-syntax-highlighter/react-syntax-highlighter,CHANGELOG.MD,,,TRUE,,TRUE,,,http://react-syntax-highlighter.github.io/react-syntax-highlighter/demo/
api-chat-fanpage-facebook,https://github.com/OraliePham/api-chatfb,,,,FALSE,,,only-one,,
autod,https://github.com/node-modules/autod,,,,FALSE,History.md,,,,
npm-run-all2,https://github.com/bcomnes/npm-run-all2,CHANGELOG.md,,,TRUE,,,,,
eslint-plugin-eslint-plugin,https://github.com/eslint-community/eslint-plugin-eslint-plugin,CHANGELOG.md,,,TRUE,,TRUE,,,
pino-pretty,https://github.com/pinojs/pino-pretty,,,,TRUE,,TRUE,,,
lab,https://github.com/hapijs/lab,,,,FALSE,,TRUE,,,
webpack-sources,https://github.com/webpack/webpack-sources,,,,TRUE,,,,,
sweetalert2,https://github.com/sweetalert2/sweetalert2,CHANGELOG.md,,,TRUE,,TRUE,,,https://sweetalert2.github.io
esutils,https://github.com/estools/esutils,,,,FALSE,,,no,,
mime-db,https://github.com/jshttp/mime-db,,,,TRUE,HISTORY.md,,,,
@ckeditor/ckeditor5-typing,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
jsesc,https://github.com/mathiasbynens/jsesc,,,,FALSE,,,no,,https://mths.be/jsesc
shebang-command,https://github.com/kevva/shebang-command,,,,FALSE,,,no,,
shebang-regex,https://github.com/sindresorhus/shebang-regex,,,,TRUE,,,,,
better-sqlite3,https://github.com/WiseLibs/better-sqlite3,,,README.md,TRUE,,TRUE,,,
readdirp,https://github.com/paulmillr/readdirp,,,README.md,FALSE,,,,,
eslint-scope,https://github.com/eslint/js,packages/eslint-scope/CHANGELOG.md,,,TRUE,,TRUE,,,
brace-expansion,https://github.com/juliangruber/brace-expansion,,,,TRUE,,,,,
remark-cli,https://github.com/remarkjs/remark,,,,TRUE,,TRUE,,,https://remark.js.org
cli-spinners,https://github.com/sindresorhus/cli-spinners,,,,TRUE,,,,,
finalhandler,https://github.com/pillarjs/finalhandler,,,,TRUE,HISTORY.md,,,,
flat,https://github.com/hughsk/flat,,,,TRUE,,,,,
mimic-fn,https://github.com/sindresorhus/mimic-fn,,,,TRUE,,,,,
import-local,https://github.com/sindresorhus/import-local,,,,TRUE,,,,,
qunit,https://github.com/qunitjs/qunit,,docs/upgrade-guide-2.x.md,,TRUE,History.md,,,,https://qunitjs.com
matchdep,https://github.com/tkellen/js-matchdep,,,README.md,FALSE,,,,,
@storybook/addon-postcss,https://github.com/storybookjs/addon-postcss,CHANGELOG.md,,,TRUE,,,,,
file-type,https://github.com/sindresorhus/file-type,,,,TRUE,,,,,
doctrine,https://github.com/eslint/doctrine,CHANGELOG.md,,,TRUE,,TRUE,,,
fetch-mock,https://github.com/wheresrhys/fetch-mock,packages/fetch-mock/CHANGELOG.md,docs/docs/Usage/upgrade-guide.md,,TRUE,,TRUE,,,http://www.wheresrhys.co.uk/fetch-mock/
escalade,https://github.com/lukeed/escalade,,,,FALSE,,,,,
ua-parser-js,https://github.com/faisalman/ua-parser-js,CHANGELOG.md,,,TRUE,,TRUE,,,https://uaparser.dev/
react-popper,https://github.com/popperjs/react-popper,,,,TRUE,,,,,https://popper.js.org/react-popper/
send,https://github.com/pillarjs/send,,,,FALSE,HISTORY.md,,,,
image-webpack-loader,https://github.com/tcoopman/image-webpack-loader,CHANGELOG.md,,,FALSE,,,,,
@polymer/polymer,https://github.com/Polymer/polymer,CHANGELOG.md,,README.md,TRUE,,,,,https://polymer-library.polymer-project.org/
chance,https://github.com/chancejs/chancejs,,,,FALSE,,,no,,http://chancejs.com
import-fresh,https://github.com/sindresorhus/import-fresh,,,,TRUE,,,,,
schema-utils,https://github.com/webpack/schema-utils,CHANGELOG.md,,,TRUE,,TRUE,,,
fuse.js,https://github.com/krisk/Fuse,CHANGELOG.md,,,TRUE,,,,,https://fusejs.io/
is-number,https://github.com/jonschlinkert/is-number,,,README.md,FALSE,,,,,https://github.com/jonschlinkert
coffeescript,https://github.com/jashkenas/coffeescript,,,,FALSE,documentation/sections/breaking_changes*.md,TRUE,,,https://coffeescript.org/
remark,https://github.com/remarkjs/remark,,,,TRUE,,TRUE,,,https://remark.js.org
json-schema-traverse,https://github.com/epoberezkin/json-schema-traverse,,,,,,,,,
find-cache-dir,https://github.com/sindresorhus/find-cache-dir,,,,TRUE,,,,,
karma-sinon,https://github.com/yanoosh/karma-sinon,,,,FALSE,,, no,,
object-inspect,https://github.com/inspect-js/object-inspect,CHANGELOG.md,,,TRUE,,,,,
stylelint-prettier,https://github.com/prettier/stylelint-prettier,CHANGELOG.md,,,FALSE,,,,,
yocto-queue,https://github.com/sindresorhus/yocto-queue,,,,TRUE,,,,,
node-cache,https://github.com/node-cache/node-cache,,,README.md,TRUE,,,,,
gulp-cli,https://github.com/gulpjs/gulp-cli,CHANGELOG.md,,,TRUE,,,,,
he,https://github.com/mathiasbynens/he,,,,FALSE,,,no,,https://mths.be/he
ember-maybe-import-regenerator,https://github.com/machty/ember-maybe-import-regenerator,,,,FALSE,,,no,,
start-server-and-test,https://github.com/bahmutov/start-server-and-test,,,,TRUE,,,,,
decamelize,https://github.com/sindresorhus/decamelize,,,,TRUE,,,,,
copy-to-clipboard,https://github.com/sudodoki/copy-to-clipboard,,,,TRUE,,,,,http://sudodoki.github.io/copy-to-clipboard/example/
open-cli,https://github.com/sindresorhus/open-cli,,,,TRUE,,,,,
JSONStream,https://github.com/dominictarr/JSONStream,,,,FALSE,,,,,
@fortawesome/free-regular-svg-icons,https://github.com/FortAwesome/Font-Awesome,,,,FALSE,,TRUE,,,https://fontawesome.com
in-publish,https://github.com/iarna/in-publish,,,,FALSE,,,,,
d3-scale,https://github.com/d3/d3-scale,,,,TRUE,,,,,https://d3js.org/d3-scale
zx,https://github.com/google/zx,,docs/migration-from-v7.md,,TRUE,,,,,https://google.github.io/zx/
strip-bom,https://github.com/sindresorhus/strip-bom,,,,TRUE,,,,,
pinst,https://github.com/typicode/pinst,,,,TRUE,,,,,
bl,https://github.com/rvagg/bl,CHANGELOG.md,,,TRUE,,,,,
null-loader,https://github.com/webpack-contrib/null-loader,CHANGELOG.md,,,TRUE,,TRUE,,,
tempy,https://github.com/sindresorhus/tempy,,,,TRUE,,,,,
fast-levenshtein,https://github.com/hiddentao/fast-levenshtein,,,,FALSE,,,no,,
pm2,https://github.com/Unitech/pm2,CHANGELOG.md,,,TRUE,,TRUE,,,https://pm2.keymetrics.io/docs/usage/quick-start/
code,https://github.com/hapijs/code,,,,FALSE,,TRUE,,https://hapi.dev/module/code/changelog/,
slugify,https://github.com/simov/slugify,,,,FALSE,,,only one,,
sort-package-json,https://github.com/keithamus/sort-package-json,,,,TRUE,,TRUE,,,
gulp-size,https://github.com/sindresorhus/gulp-size,,,,TRUE,,,,,
madge,https://github.com/pahen/madge,CHANGELOG.md,,,FALSE,,,,,
depcheck,https://github.com/depcheck/depcheck,CHANGELOG.md,,,TRUE,,TRUE,,,
